Location,Scene,Offence,Year,Measure,Value,Flags
"Southern District","Total Scene","Total Offences","1998","Recorded",34353,
"Southern District","Total Scene","Total Offences","1999","Recorded",32341,
"Southern District","Total Scene","Total Offences","2000","Recorded",29930,
"Southern District","Total Scene","Total Offences","2001","Recorded",28704,
"Southern District","Total Scene","Total Offences","2002","Recorded",30749,
"Southern District","Total Scene","Total Offences","2003","Recorded",31859,
"Southern District","Total Scene","Total Offences","2004","Recorded",28677,
"Southern District","Total Scene","Total Offences","2005","Recorded",29103,
"Southern District","Total Scene","Total Offences","2006","Recorded",28859,
"Southern District","Total Scene","Total Offences","2007","Recorded",28760,
"Southern District","Total Scene","Total Offences","2008","Recorded",28707,
"Southern District","Total Scene","Total Offences","2009","Recorded",28601,
"Southern District","Total Scene","Total Offences","2010","Recorded",26431,
"Southern District","Total Scene","Total Offences","2011","Recorded",22964,
"Southern District","Total Scene","Total Offences","2012","Recorded",21761,
"Southern District","Total Scene","Total Offences","2013","Recorded",20326,
"Southern District","Total Scene","Total Offences","2014","Recorded",19447,
"Canterbury District","Total Scene","Public order offences","1996","Resolved",2233,
"Canterbury District","Total Scene","Public order offences","1997","Resolved",2589,
"Canterbury District","Total Scene","Public order offences","1998","Resolved",2714,
"Canterbury District","Total Scene","Public order offences","1999","Resolved",2446,
"Canterbury District","Total Scene","Public order offences","2000","Resolved",2436,
"Canterbury District","Total Scene","Public order offences","2001","Resolved",2446,
"Canterbury District","Total Scene","Public order offences","2002","Resolved",2480,
"Canterbury District","Total Scene","Public order offences","2003","Resolved",2781,
"Canterbury District","Total Scene","Public order offences","2004","Resolved",2802,
"Canterbury District","Total Scene","Public order offences","2005","Resolved",2722,
"Canterbury District","Total Scene","Public order offences","2006","Resolved",3045,
"Canterbury District","Total Scene","Public order offences","2007","Resolved",3689,
"Canterbury District","Total Scene","Public order offences","2008","Resolved",4329,
"Canterbury District","Total Scene","Public order offences","2009","Resolved",4648,
"Canterbury District","Total Scene","Public order offences","2010","Resolved",5023,
"Canterbury District","Total Scene","Public order offences","2011","Resolved",3773,
"Canterbury District","Total Scene","Public order offences","2012","Resolved",4921,
"Canterbury District","Total Scene","Public order offences","2013","Resolved",3923,
"Canterbury District","Total Scene","Public order offences","2014","Resolved",2519,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","1994","Resolved",971,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","1995","Resolved",1021,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","1996","Resolved",902,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","1997","Resolved",1061,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","1998","Resolved",1253,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","1999","Resolved",1236,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2000","Resolved",1368,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2001","Resolved",1301,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2002","Resolved",1324,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2003","Resolved",1390,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2004","Resolved",1752,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2005","Resolved",1423,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2006","Resolved",1499,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2007","Resolved",1673,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2008","Resolved",2001,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2009","Resolved",2137,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2010","Resolved",2084,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2011","Resolved",1593,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2012","Resolved",1659,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2013","Resolved",1493,
"Canterbury District","Total Scene","Offences against justice procedures, government security and government operations","2014","Resolved",1595,
"Canterbury District","Total Scene","Miscellaneous offences","2011","Resolved",246,
"Canterbury District","Total Scene","Miscellaneous offences","1994","Resolved",123,
"Canterbury District","Total Scene","Miscellaneous offences","1995","Resolved",97,
"Canterbury District","Total Scene","Miscellaneous offences","1996","Resolved",112,
"Canterbury District","Total Scene","Miscellaneous offences","1997","Resolved",110,
"Canterbury District","Total Scene","Miscellaneous offences","1998","Resolved",141,
"Canterbury District","Total Scene","Miscellaneous offences","1999","Resolved",84,
"Canterbury District","Total Scene","Miscellaneous offences","2000","Resolved",88,
"Canterbury District","Total Scene","Miscellaneous offences","2001","Resolved",96,
"Canterbury District","Total Scene","Miscellaneous offences","2002","Resolved",112,
"Canterbury District","Total Scene","Miscellaneous offences","2003","Resolved",58,
"Canterbury District","Total Scene","Miscellaneous offences","2004","Resolved",61,
"Canterbury District","Total Scene","Miscellaneous offences","2005","Resolved",68,
"Canterbury District","Total Scene","Miscellaneous offences","2006","Resolved",74,
"Canterbury District","Total Scene","Miscellaneous offences","2007","Resolved",74,
"Canterbury District","Total Scene","Miscellaneous offences","2008","Resolved",169,
"Canterbury District","Total Scene","Miscellaneous offences","2009","Resolved",89,
"Canterbury District","Total Scene","Miscellaneous offences","2010","Resolved",105,
"Southern District","Total Scene","Acts intended to cause injury","2014","Recorded",2636,
"Southern District","Total Scene","Sexual assault and related offences","2011","Recorded",166,
"Southern District","Total Scene","Sexual assault and related offences","2012","Recorded",164,
"Southern District","Total Scene","Sexual assault and related offences","2013","Recorded",246,
"Southern District","Total Scene","Sexual assault and related offences","2014","Recorded",355,
"Southern District","Total Scene","Homicide and related offences","1994","Recorded",10,
"Southern District","Total Scene","Homicide and related offences","1995","Recorded",11,
"Southern District","Total Scene","Homicide and related offences","1996","Recorded",8,
"Southern District","Total Scene","Homicide and related offences","1997","Recorded",5,
"Southern District","Total Scene","Homicide and related offences","1998","Recorded",5,
"Southern District","Total Scene","Homicide and related offences","1999","Recorded",4,
"Southern District","Total Scene","Homicide and related offences","2000","Recorded",3,
"Southern District","Total Scene","Homicide and related offences","2001","Recorded",9,
"Southern District","Total Scene","Homicide and related offences","2002","Recorded",3,
"Southern District","Total Scene","Homicide and related offences","2003","Recorded",5,
"Southern District","Total Scene","Homicide and related offences","2004","Recorded",5,
"Southern District","Total Scene","Homicide and related offences","2005","Recorded",1,
"Southern District","Total Scene","Homicide and related offences","2006","Recorded",3,
"Southern District","Total Scene","Homicide and related offences","2007","Recorded",6,
"Southern District","Total Scene","Homicide and related offences","2008","Recorded",7,
"Southern District","Total Scene","Homicide and related offences","2009","Recorded",6,
"Southern District","Total Scene","Homicide and related offences","2010","Recorded",3,
"Southern District","Total Scene","Homicide and related offences","2011","Recorded",6,
"Southern District","Total Scene","Homicide and related offences","2012","Recorded",4,
"Southern District","Total Scene","Homicide and related offences","2013","Recorded",5,
"Southern District","Total Scene","Homicide and related offences","2014","Recorded",5,
"Southern District","Total Scene","Acts intended to cause injury","1994","Recorded",2069,
"Southern District","Total Scene","Acts intended to cause injury","1995","Recorded",2159,
"Southern District","Total Scene","Acts intended to cause injury","1996","Recorded",2141,
"Southern District","Total Scene","Acts intended to cause injury","1997","Recorded",1935,
"Southern District","Total Scene","Acts intended to cause injury","1998","Recorded",1898,
"Southern District","Total Scene","Acts intended to cause injury","1999","Recorded",1875,
"Southern District","Total Scene","Acts intended to cause injury","2000","Recorded",1973,
"Southern District","Total Scene","Acts intended to cause injury","2001","Recorded",2054,
"Southern District","Total Scene","Acts intended to cause injury","2002","Recorded",2225,
"Southern District","Total Scene","Acts intended to cause injury","2003","Recorded",2343,
"Southern District","Total Scene","Acts intended to cause injury","2004","Recorded",2377,
"Southern District","Total Scene","Acts intended to cause injury","2005","Recorded",2309,
"Southern District","Total Scene","Acts intended to cause injury","2006","Recorded",2419,
"Southern District","Total Scene","Acts intended to cause injury","2007","Recorded",2744,
"Southern District","Total Scene","Acts intended to cause injury","2008","Recorded",2974,
"Southern District","Total Scene","Acts intended to cause injury","2009","Recorded",3141,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2010","Recorded",890,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2011","Recorded",754,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2012","Recorded",765,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2013","Recorded",921,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2014","Recorded",1098,
"Southern District","Total Scene","Robbery, extortion and related offences","1994","Recorded",59,
"Southern District","Total Scene","Robbery, extortion and related offences","1995","Recorded",72,
"Southern District","Total Scene","Robbery, extortion and related offences","1996","Recorded",80,
"Southern District","Total Scene","Robbery, extortion and related offences","1997","Recorded",71,
"Southern District","Total Scene","Robbery, extortion and related offences","1998","Recorded",72,
"Southern District","Total Scene","Acts intended to cause injury","2010","Recorded",3035,
"Southern District","Total Scene","Acts intended to cause injury","2011","Recorded",2734,
"Southern District","Total Scene","Acts intended to cause injury","2012","Recorded",2656,
"Southern District","Total Scene","Acts intended to cause injury","2013","Recorded",2469,
"Southern District","Total Scene","Sexual assault and related offences","1994","Recorded",210,
"Southern District","Total Scene","Sexual assault and related offences","1995","Recorded",162,
"Southern District","Total Scene","Sexual assault and related offences","1996","Recorded",218,
"Southern District","Total Scene","Sexual assault and related offences","1997","Recorded",177,
"Southern District","Total Scene","Sexual assault and related offences","1998","Recorded",162,
"Southern District","Total Scene","Sexual assault and related offences","1999","Recorded",126,
"Southern District","Total Scene","Sexual assault and related offences","2000","Recorded",165,
"Southern District","Total Scene","Sexual assault and related offences","2001","Recorded",136,
"Southern District","Total Scene","Sexual assault and related offences","2002","Recorded",180,
"Southern District","Total Scene","Sexual assault and related offences","2003","Recorded",157,
"Southern District","Total Scene","Sexual assault and related offences","2004","Recorded",169,
"Southern District","Total Scene","Sexual assault and related offences","2005","Recorded",169,
"Southern District","Total Scene","Sexual assault and related offences","2006","Recorded",190,
"Southern District","Total Scene","Sexual assault and related offences","2007","Recorded",179,
"Southern District","Total Scene","Sexual assault and related offences","2008","Recorded",180,
"Southern District","Total Scene","Sexual assault and related offences","2009","Recorded",228,
"Southern District","Total Scene","Sexual assault and related offences","2010","Recorded",166,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1994","Recorded",226,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1995","Recorded",209,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1996","Recorded",232,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1997","Recorded",171,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1998","Recorded",157,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1999","Recorded",122,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2000","Recorded",121,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2001","Recorded",132,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2002","Recorded",122,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2003","Recorded",161,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2004","Recorded",99,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2005","Recorded",78,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2006","Recorded",93,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2007","Recorded",86,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2008","Recorded",83,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2009","Recorded",85,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2010","Recorded",78,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2011","Recorded",79,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2012","Recorded",84,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2013","Recorded",60,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2014","Recorded",34,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","1994","Recorded",919,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","1995","Recorded",835,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","1996","Recorded",818,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","1997","Recorded",863,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","1998","Recorded",713,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","1999","Recorded",764,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2000","Recorded",890,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2001","Recorded",856,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2002","Recorded",876,
"Southern District","Total Scene","Theft and related offences","2008","Recorded",7948,
"Southern District","Total Scene","Theft and related offences","2009","Recorded",7977,
"Southern District","Total Scene","Theft and related offences","2010","Recorded",7269,
"Southern District","Total Scene","Theft and related offences","2011","Recorded",6360,
"Southern District","Total Scene","Theft and related offences","2012","Recorded",5905,
"Southern District","Total Scene","Theft and related offences","2013","Recorded",5422,
"Southern District","Total Scene","Theft and related offences","2014","Recorded",4830,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2003","Recorded",871,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2004","Recorded",948,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2005","Recorded",964,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2006","Recorded",801,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2007","Recorded",923,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2008","Recorded",967,
"Southern District","Total Scene","Abduction, harassment and other related offences against a person","2009","Recorded",937,
"Southern District","Total Scene","Robbery, extortion and related offences","1999","Recorded",66,
"Southern District","Total Scene","Robbery, extortion and related offences","2000","Recorded",44,
"Southern District","Total Scene","Robbery, extortion and related offences","2001","Recorded",44,
"Southern District","Total Scene","Robbery, extortion and related offences","2002","Recorded",51,
"Southern District","Total Scene","Robbery, extortion and related offences","2003","Recorded",71,
"Southern District","Total Scene","Robbery, extortion and related offences","2004","Recorded",59,
"Southern District","Total Scene","Robbery, extortion and related offences","2005","Recorded",55,
"Southern District","Total Scene","Robbery, extortion and related offences","2006","Recorded",53,
"Southern District","Total Scene","Robbery, extortion and related offences","2007","Recorded",60,
"Southern District","Total Scene","Robbery, extortion and related offences","2008","Recorded",65,
"Southern District","Total Scene","Robbery, extortion and related offences","2009","Recorded",65,
"Southern District","Total Scene","Robbery, extortion and related offences","2010","Recorded",60,
"Southern District","Total Scene","Robbery, extortion and related offences","2011","Recorded",53,
"Southern District","Total Scene","Robbery, extortion and related offences","2012","Recorded",43,
"Southern District","Total Scene","Robbery, extortion and related offences","2013","Recorded",58,
"Southern District","Total Scene","Robbery, extortion and related offences","2014","Recorded",46,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2000","Recorded",3380,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2001","Recorded",2465,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2002","Recorded",2615,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2003","Recorded",2415,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2004","Recorded",2231,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2005","Recorded",2478,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2006","Recorded",2598,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2007","Recorded",2480,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2008","Recorded",2528,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2009","Recorded",2462,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2010","Recorded",2244,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2011","Recorded",2053,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2012","Recorded",1807,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2013","Recorded",2092,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","2014","Recorded",2444,
"Southern District","Total Scene","Theft and related offences","1994","Recorded",14196,
"Southern District","Total Scene","Theft and related offences","1995","Recorded",12948,
"Southern District","Total Scene","Theft and related offences","1996","Recorded",11969,
"Southern District","Total Scene","Theft and related offences","1997","Recorded",11749,
"Southern District","Total Scene","Theft and related offences","1998","Recorded",12481,
"Southern District","Total Scene","Theft and related offences","1999","Recorded",12119,
"Southern District","Total Scene","Theft and related offences","2000","Recorded",11166,
"Southern District","Total Scene","Theft and related offences","2001","Recorded",10677,
"Southern District","Total Scene","Theft and related offences","2002","Recorded",10534,
"Southern District","Total Scene","Theft and related offences","2003","Recorded",10652,
"Southern District","Total Scene","Theft and related offences","2004","Recorded",8817,
"Southern District","Total Scene","Theft and related offences","2005","Recorded",8804,
"Southern District","Total Scene","Theft and related offences","2006","Recorded",8253,
"Southern District","Total Scene","Theft and related offences","2007","Recorded",8022,
"Southern District","Total Scene","Fraud, deception and related offences","1994","Recorded",2339,
"Southern District","Total Scene","Fraud, deception and related offences","1995","Recorded",2381,
"Southern District","Total Scene","Fraud, deception and related offences","1996","Recorded",2024,
"Southern District","Total Scene","Fraud, deception and related offences","1997","Recorded",2077,
"Southern District","Total Scene","Fraud, deception and related offences","1998","Recorded",1825,
"Southern District","Total Scene","Fraud, deception and related offences","1999","Recorded",1732,
"Southern District","Total Scene","Fraud, deception and related offences","2000","Recorded",1254,
"Southern District","Total Scene","Fraud, deception and related offences","2001","Recorded",1203,
"Southern District","Total Scene","Fraud, deception and related offences","2002","Recorded",1360,
"Southern District","Total Scene","Fraud, deception and related offences","2003","Recorded",1097,
"Southern District","Total Scene","Fraud, deception and related offences","2004","Recorded",1081,
"Southern District","Total Scene","Fraud, deception and related offences","2005","Recorded",797,
"Southern District","Total Scene","Fraud, deception and related offences","2006","Recorded",1040,
"Southern District","Total Scene","Fraud, deception and related offences","2007","Recorded",622,
"Southern District","Total Scene","Fraud, deception and related offences","2008","Recorded",962,
"Southern District","Total Scene","Fraud, deception and related offences","2009","Recorded",692,
"Southern District","Total Scene","Fraud, deception and related offences","2010","Recorded",667,
"Southern District","Total Scene","Fraud, deception and related offences","2011","Recorded",598,
"Southern District","Total Scene","Fraud, deception and related offences","2012","Recorded",746,
"Southern District","Total Scene","Fraud, deception and related offences","2013","Recorded",604,
"Southern District","Total Scene","Fraud, deception and related offences","2014","Recorded",572,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","1994","Recorded",4755,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","1995","Recorded",4811,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","1996","Recorded",4312,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","1997","Recorded",3931,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","1998","Recorded",4060,
"Southern District","Total Scene","Unlawful entry with intent/burglary, break and enter","1999","Recorded",3586,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","1997","Recorded",586,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","1998","Recorded",515,
"Southern District","Total Scene","Public order offences","2012","Recorded",2878,
"Southern District","Total Scene","Public order offences","2013","Recorded",2467,
"Southern District","Total Scene","Public order offences","2014","Recorded",2119,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","1999","Recorded",449,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2000","Recorded",371,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2001","Recorded",367,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2002","Recorded",420,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2003","Recorded",449,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2004","Recorded",387,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2005","Recorded",469,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2006","Recorded",520,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2007","Recorded",488,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2008","Recorded",517,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2009","Recorded",532,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2010","Recorded",505,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2011","Recorded",450,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2012","Recorded",372,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2013","Recorded",358,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","2014","Recorded",373,
"Southern District","Total Scene","Property damage and environmental pollution","1994","Recorded",5025,
"Southern District","Total Scene","Property damage and environmental pollution","1995","Recorded",5213,
"Southern District","Total Scene","Property damage and environmental pollution","1996","Recorded",4897,
"Southern District","Total Scene","Property damage and environmental pollution","1997","Recorded",5047,
"Southern District","Total Scene","Property damage and environmental pollution","1998","Recorded",4860,
"Southern District","Total Scene","Property damage and environmental pollution","1999","Recorded",4784,
"Southern District","Total Scene","Property damage and environmental pollution","2000","Recorded",4882,
"Southern District","Total Scene","Property damage and environmental pollution","2001","Recorded",5098,
"Southern District","Total Scene","Property damage and environmental pollution","2002","Recorded",5529,
"Southern District","Total Scene","Property damage and environmental pollution","2003","Recorded",5807,
"Southern District","Total Scene","Property damage and environmental pollution","2004","Recorded",5249,
"Southern District","Total Scene","Property damage and environmental pollution","2005","Recorded",5936,
"Southern District","Total Scene","Property damage and environmental pollution","2006","Recorded",6076,
"Southern District","Total Scene","Property damage and environmental pollution","2007","Recorded",6172,
"Southern District","Total Scene","Property damage and environmental pollution","2008","Recorded",6135,
"Southern District","Total Scene","Property damage and environmental pollution","2009","Recorded",5942,
"Southern District","Total Scene","Property damage and environmental pollution","2010","Recorded",5226,
"Southern District","Total Scene","Property damage and environmental pollution","2011","Recorded",4577,
"Southern District","Total Scene","Property damage and environmental pollution","2012","Recorded",4328,
"Southern District","Total Scene","Property damage and environmental pollution","2013","Recorded",3783,
"Southern District","Total Scene","Property damage and environmental pollution","2014","Recorded",3195,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","1994","Recorded",505,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","1995","Recorded",441,
"Southern District","Total Scene","Prohibited and regulated weapons and explosives offences","1996","Recorded",594,
"Southern District","Total Scene","Public order offences","2011","Recorded",2950,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","1994","Recorded",638,
"Southern District","Total Scene","Total Offences","1994","Resolved",15045,
"Southern District","Total Scene","Total Offences","1995","Resolved",15171,
"Southern District","Total Scene","Total Offences","1996","Resolved",15665,
"Southern District","Total Scene","Total Offences","1997","Resolved",15802,
"Southern District","Total Scene","Total Offences","1998","Resolved",14981,
"Southern District","Total Scene","Total Offences","1999","Resolved",14294,
"Southern District","Total Scene","Total Offences","2000","Resolved",12665,
"Southern District","Total Scene","Total Offences","2001","Resolved",12561,
"Southern District","Total Scene","Total Offences","2002","Resolved",14337,
"Southern District","Total Scene","Total Offences","2003","Resolved",16244,
"Southern District","Total Scene","Total Offences","2004","Resolved",14822,
"Southern District","Total Scene","Total Offences","2005","Resolved",14376,
"Southern District","Total Scene","Total Offences","2006","Resolved",14683,
"Southern District","Total Scene","Total Offences","2007","Resolved",14638,
"Southern District","Total Scene","Total Offences","2008","Resolved",14704,
"Southern District","Total Scene","Total Offences","2009","Resolved",14855,
"Southern District","Total Scene","Total Offences","2010","Resolved",14426,
"Southern District","Total Scene","Total Offences","2011","Resolved",12495,
"Southern District","Total Scene","Total Offences","2012","Resolved",12116,
"Southern District","Total Scene","Total Offences","2013","Resolved",10489,
"Southern District","Total Scene","Total Offences","2014","Resolved",9849,
"Southern District","Total Scene","Homicide and related offences","1994","Resolved",10,
"Southern District","Total Scene","Homicide and related offences","1995","Resolved",8,
"Southern District","Total Scene","Homicide and related offences","1996","Resolved",5,
"Southern District","Total Scene","Homicide and related offences","1997","Resolved",3,
"Southern District","Total Scene","Homicide and related offences","1998","Resolved",5,
"Southern District","Total Scene","Homicide and related offences","1999","Resolved",4,
"Southern District","Total Scene","Homicide and related offences","2000","Resolved",2,
"Southern District","Total Scene","Homicide and related offences","2001","Resolved",8,
"Southern District","Total Scene","Homicide and related offences","2002","Resolved",1,
"Southern District","Total Scene","Homicide and related offences","2003","Resolved",5,
"Southern District","Total Scene","Homicide and related offences","2004","Resolved",5,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","1995","Recorded",710,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","1996","Recorded",769,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","1997","Recorded",761,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","1998","Recorded",1057,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","1999","Recorded",944,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2000","Recorded",908,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2001","Recorded",957,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2002","Recorded",1067,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2003","Recorded",1142,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2004","Recorded",1265,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2005","Recorded",1276,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2006","Recorded",1324,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2007","Recorded",1594,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2008","Recorded",1191,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2009","Recorded",1111,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2010","Recorded",1009,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2011","Recorded",816,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2012","Recorded",753,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2013","Recorded",780,
"Southern District","Total Scene","Offences against justice procedures, government security and government operations","2014","Recorded",795,
"Southern District","Total Scene","Public order offences","1994","Recorded",4050,
"Southern District","Total Scene","Public order offences","1995","Recorded",3867,
"Southern District","Total Scene","Public order offences","1996","Recorded",4212,
"Southern District","Total Scene","Public order offences","1997","Recorded",4024,
"Southern District","Total Scene","Public order offences","1998","Recorded",3922,
"Southern District","Total Scene","Public order offences","1999","Recorded",3663,
"Southern District","Total Scene","Public order offences","2000","Recorded",2916,
"Southern District","Total Scene","Public order offences","2001","Recorded",2923,
"Southern District","Total Scene","Public order offences","2002","Recorded",3596,
"Southern District","Total Scene","Public order offences","2003","Recorded",4195,
"Southern District","Total Scene","Public order offences","2004","Recorded",4260,
"Southern District","Total Scene","Public order offences","2005","Recorded",3894,
"Southern District","Total Scene","Public order offences","2006","Recorded",3940,
"Southern District","Total Scene","Public order offences","2007","Recorded",3901,
"Southern District","Total Scene","Public order offences","2008","Recorded",3453,
"Southern District","Total Scene","Public order offences","2009","Recorded",3472,
"Southern District","Total Scene","Public order offences","2010","Recorded",3295,
"Southern District","Total Scene","Miscellaneous offences","2014","Recorded",123,
"Southern District","Total Scene","Miscellaneous offences","1994","Recorded",239,
"Southern District","Total Scene","Miscellaneous offences","1995","Recorded",194,
"Southern District","Total Scene","Miscellaneous offences","1996","Recorded",317,
"Southern District","Total Scene","Miscellaneous offences","1997","Recorded",291,
"Southern District","Total Scene","Miscellaneous offences","1998","Recorded",307,
"Southern District","Total Scene","Miscellaneous offences","1999","Recorded",255,
"Southern District","Total Scene","Miscellaneous offences","2000","Recorded",203,
"Southern District","Total Scene","Miscellaneous offences","2001","Recorded",162,
